	Pert_2	Pert_7	Pert_9	hdf_day15	hdf_day25_CD49F
LGALS1	-1.93622507763	-1.89068482224	-1.47366123629	-7.03659955527	-7.83737700906
SERPINE2	-1.93622507763	-1.89068482224	-1.47366123629	-3.64307551997	-3.0598848813
SOD2	1.98325888519	2.22845422404	1.73692969245	1.26482522153	1.12938368081
GLUL	1.98325888519	2.22845422404	1.73692969245	1.10149596385	0.824739857609
TPM1	-1.93622507763	-1.89068482224	-1.47366123629	-0.96095761358	-0.787866501995
FKBP5	1.98325888519	2.22845422404	1.73692969245	0.452419643039	0.332884109464
TSC22D3	1.98325888519	2.22845422404	1.73692969245	0.254839000713	0.363758574821
FHL2	-1.93622507763	-1.89068482224	-1.47366123629	-0.150304225367	-0.176051399722
DKK3	-1.93622507763	-1.89068482224	-1.47366123629	-0.14991024996	0.00198349244673
TM4SF1	-1.93622507763	-1.89068482224	-1.47366123629	0.012373988041	0.00198349244673
IER3	-1.93622507763	-1.89068482224	-1.47366123629	0.012373988041	0.00198349244673
MAOA	1.98325888519	2.22845422404	1.73692969245	0.012373988041	0.00198349244673
ARL4C	-1.93622507763	-1.89068482224	-1.47366123629	0.012373988041	0.00198349244673
RPS4Y1	1.98325888519	2.22845422404	1.73692969245	0.012373988041	0.00198349244673
AXL	-1.93622507763	-1.89068482224	-1.47366123629	0.012373988041	0.00198349244673
MUC1	1.98325888519	2.22845422404	1.73692969245	0.012373988041	0.00198349244673
TXNIP	1.98325888519	2.22845422404	1.73692969245	0.012373988041	0.00198349244673
PTN	-1.93622507763	-1.89068482224	-1.47366123629	0.012373988041	0.00198349244673
PER1	1.98325888519	2.22845422404	1.73692969245	0.012373988041	0.00198349244673
PHF15	1.98325888519	2.22845422404	1.73692969245	0.012373988041	0.00198349244673
-666	-1.93622507763	-1.89068482224	-1.47366123629	0.012373988041	0.00198349244673
CX3CR1	-1.93622507763	-1.89068482224	-1.47366123629	0.012373988041	0.00198349244673
ZBTB16	1.98325888519	2.22845422404	1.73692969245	0.012373988041	0.00198349244673
TGFBI	-1.93622507763	0.168884700898	-1.47366123629	-2.98832535011	-2.62411407334
CD9	1.98325888519	0.168884700898	1.73692969245	2.50678945657	2.6145056926
DUSP1	0.0235169037769	2.22845422404	1.73692969245	0.812479511748	0.570181156102
RND3	0.0235169037769	-1.89068482224	-1.47366123629	-0.489987968509	-0.472926791591
IGFBP3	-1.93622507763	0.168884700898	-1.47366123629	-0.859560351799	0.00198349244673
ASS1	1.98325888519	0.168884700898	1.73692969245	0.388518755772	0.232138866027
CYR61	0.0235169037769	-1.89068482224	-1.47366123629	0.012373988041	-0.227528763099
TMEM158	0.0235169037769	-1.89068482224	-1.47366123629	-0.170461678435	0.00198349244673
GADD45B	0.0235169037769	2.22845422404	1.73692969245	0.012373988041	0.18120959958
PDK4	0.0235169037769	2.22845422404	1.73692969245	0.181714827146	0.00198349244673
PTGS1	0.0235169037769	-1.89068482224	-1.47366123629	0.012373988041	0.00198349244673
MYC	1.98325888519	0.168884700898	1.73692969245	0.012373988041	0.00198349244673
HBB	1.98325888519	0.168884700898	1.73692969245	0.012373988041	0.00198349244673
DLX2	-1.93622507763	-1.89068482224	0.131634228078	0.012373988041	0.00198349244673
SPDEF	-1.93622507763	0.168884700898	-1.47366123629	0.012373988041	0.00198349244673
TOP2A	0.0235169037769	-1.89068482224	-1.47366123629	0.012373988041	0.00198349244673
DOK5	0.0235169037769	-1.89068482224	-1.47366123629	0.012373988041	0.00198349244673
ETV5	-1.93622507763	0.168884700898	-1.47366123629	0.012373988041	0.00198349244673
IGL@	1.98325888519	2.22845422404	0.131634228078	0.012373988041	0.00198349244673
ASPM	0.0235169037769	-1.89068482224	-1.47366123629	0.012373988041	0.00198349244673
