	Pert_2	Pert_7	Pert_9	hdf_day15	hdf_day25_CD49F
TMSB4X	0.0	0.0346271403182	0.0430299546181	-6.77523590407	-8.16962449269
LGALS1	-4.55978800677	-5.73656291271	-4.25996550719	-6.85828277526	-7.66735465262
FTL	0.0	0.0346271403182	0.0430299546181	-7.70204538975	-6.47284767757
VIM	0.0	0.0346271403182	0.0430299546181	-5.3993466583	-3.44726469992
S100A6	0.0	0.0346271403182	0.0430299546181	3.18942123164	4.49690286955
CST3	0.0	0.0346271403182	0.0430299546181	2.33245872452	4.63452982702
ACTB	0.0	0.0346271403182	0.0430299546181	-3.21829731116	-3.52182510977
SPARC	0.0	0.0346271403182	0.0430299546181	2.68352404733	4.02859940938
SERPINE2	-4.55978800677	-5.73656291271	-4.25996550719	-3.55787073502	-2.98486211937
CLU	4.55978800677	-5.73656291271	0.0430299546181	2.41939651678	4.03061272613
ARNT	0.0	0.0346271403182	0.0430299546181	-3.23889527087	-2.65486964332
COL3A1	0.0	-5.73656291271	0.0430299546181	3.13787938184	2.57744088197
MIR1282	0.0	0.0346271403182	0.0430299546181	3.03661374858	2.57084841022
EEF1A1	0.0	0.0346271403182	0.0430299546181	3.81918292836	1.70487287657
TGFBI	-4.55978800677	0.0346271403182	-4.25996550719	-2.92108569343	-2.55775653763
CLEC3B	0.0	0.0346271403182	0.0430299546181	2.41384666005	2.65778666428
CD9	4.55978800677	0.0346271403182	4.34602541643	2.42325337174	2.57669419144
LPCAT2	0.0	0.0346271403182	0.0430299546181	-2.67416720517	-2.11261620315
GSN	0.0	0.0346271403182	0.0430299546181	1.50368301351	2.96297704818
MMP1	0.0	0.0346271403182	0.0430299546181	-2.34863760292	-1.98989238036
COL6A1	0.0	0.0346271403182	0.0430299546181	2.51529628864	1.74042961966
FTH1	0.0	0.0346271403182	0.0430299546181	-2.46017378075	-1.75359030221
PKM	0.0	0.0346271403182	0.0430299546181	-2.16624245108	-1.94837100399
HTRA1	0.0	0.0346271403182	0.0430299546181	-2.16643845937	-1.66945103641
ACTG1	0.0	0.0346271403182	0.0430299546181	-1.88336969887	-1.85648287073
MT2A	0.0	0.0346271403182	0.0430299546181	2.36455883969	1.31074316051
THBS1	0.0	0.0346271403182	0.0430299546181	-1.92036755861	-1.70596741866
DCN	4.55978800677	0.0346271403182	0.0430299546181	0.93831902539	2.52430516867
HSP90B1	0.0	0.0346271403182	0.0430299546181	-1.7937703704	-1.46239139489
ANXA1	0.0	0.0346271403182	-4.25996550719	1.29735279042	1.94478597103
MMP3	0.0	0.0346271403182	0.0430299546181	-1.69872544728	-1.51294068773
ITGB1	0.0	0.0346271403182	0.0430299546181	-1.50758100918	-1.64774160315
TMSB10	0.0	0.0346271403182	0.0430299546181	-1.00564182434	-1.96872305164
PSAP	0.0	0.0346271403182	0.0430299546181	1.32629048754	1.64686348652
CLDN11	0.0	0.0346271403182	0.0430299546181	-1.50990941591	-1.40612540325
CFL1	0.0	0.0346271403182	0.0430299546181	-1.47054631013	-1.39467664595
CFD	4.55978800677	0.0346271403182	0.0430299546181	1.06281491479	1.78238795526
GREM1	0.0	0.0346271403182	0.0430299546181	-1.49842680381	-1.29984615741
S100A10	0.0	0.0346271403182	0.0430299546181	1.27961236493	1.54364978372
GAS6	0.0	0.0346271403182	0.0430299546181	-1.4173545208	-1.35669464891
RPLP0	0.0	0.0346271403182	0.0430299546181	1.42396631789	1.35145765088
CAV1	0.0	0.0346271403182	0.0430299546181	1.49671447112	1.27035755498
S100A3	0.0	0.0346271403182	0.0430299546181	1.65054861826	1.11568376677
APLP2	0.0	0.0346271403182	0.0430299546181	-1.43546081602	-1.29954396209
MIR3648	0.0	0.0346271403182	0.0430299546181	2.05952289736	0.693957069243
IGFBP6	0.0	0.0346271403182	0.0430299546181	1.24235295648	1.42147797613
CPA4	0.0	0.0346271403182	0.0430299546181	1.45873152656	1.11014580068
MIR6084	0.0	0.0346271403182	0.0430299546181	-1.72138921079	4.23042748847
RPS6	0.0	0.0346271403182	0.0430299546181	1.56771130631	0.888091851418
SOD2	4.55978800677	5.80581719335	4.34602541643	1.21536632799	1.12110357085
TAGLN	0.0	0.0346271403182	0.0430299546181	-1.33066684241	-0.969474361862
SNORD23	0.0	0.0346271403182	0.0430299546181	-1.16001506021	-1.13587745856
FBLN1	0.0	0.0346271403182	0.0430299546181	1.04864381773	1.25210942795
LDHA	0.0	0.0346271403182	0.0430299546181	-1.00511120687	-1.05449393022
LOC100130872	0.0	0.0346271403182	0.0430299546181	-1.10884915193	-0.941478552543
RPL41	0.0	0.0346271403182	0.0430299546181	1.38295226181	0.668082674344
RPS2	0.0	0.0346271403182	0.0430299546181	1.25712002001	0.788687032307
RPS27	0.0	0.0346271403182	0.0430299546181	1.07174486749	0.961559341997
EIF4A2	0.0	0.0346271403182	0.0430299546181	-1.01658239479	-0.961156883276
COL1A1	0.0	0.0346271403182	0.0430299546181	0.310134984059	1.68888781562
